source,target,weight,timeset
2050,4290,-10,2013-05-28T22:17:02Z
3719,4290,-5,2013-05-28T22:25:38Z
3489,35,10,2013-05-29T01:21:43Z
3916,3926,1,2013-05-29T01:54:10Z
3926,3916,1,2013-05-29T01:54:39Z
2942,4136,1,2013-05-29T02:25:04Z
4136,2942,1,2013-05-29T02:25:04Z
3916,540,1,2013-05-29T02:34:06Z
540,3916,1,2013-05-29T02:34:31Z
2110,4350,1,2013-05-29T02:34:52Z
4350,2110,1,2013-05-29T02:34:58Z
2942,4351,1,2013-05-29T03:23:53Z
2125,2943,4,2013-05-29T03:26:02Z
4339,3820,2,2013-05-29T04:31:01Z
4323,1953,1,2013-05-29T05:40:57Z
1508,280,1,2013-05-29T09:43:51Z
4172,1257,-10,2013-05-29T10:12:03Z
2296,1257,-10,2013-05-29T10:36:28Z
1185,4352,3,2013-05-29T12:36:06Z
1953,2731,1,2013-05-29T13:08:25Z
2731,1953,1,2013-05-29T13:09:15Z
4281,3820,5,2013-05-29T13:53:01Z
4331,4131,1,2013-05-29T14:58:57Z
4172,4339,1,2013-05-29T15:49:19Z
4339,4172,1,2013-05-29T15:50:43Z
2397,4283,1,2013-05-29T15:54:38Z
3719,3600,2,2013-05-29T18:53:00Z
3719,4353,1,2013-05-29T19:19:02Z
4353,3719,1,2013-05-29T19:20:54Z
4086,3366,-1,2013-05-29T19:24:46Z
4231,4197,3,2013-05-29T19:45:33Z
4231,3319,3,2013-05-29T19:45:57Z
1629,3904,1,2013-05-29T19:59:47Z
3904,1629,1,2013-05-29T20:00:36Z
1629,4354,1,2013-05-29T20:14:09Z
4354,1629,1,2013-05-29T20:31:37Z
3490,4354,10,2013-05-29T20:42:12Z
1508,3820,1,2013-05-29T21:54:32Z
3656,3600,5,2013-05-29T21:55:36Z
13,6,-1,2013-05-29T22:58:08Z
3699,4355,1,2013-05-30T00:32:01Z
4355,3699,1,2013-05-30T00:35:41Z
4238,4356,8,2013-05-30T02:00:37Z
1201,4356,5,2013-05-30T02:02:19Z
4238,1747,4,2013-05-30T02:06:01Z
13,135,5,2013-05-30T02:53:06Z
135,4350,-1,2013-05-30T02:55:00Z
4348,4356,4,2013-05-30T02:59:09Z
13,2028,-3,2013-05-30T03:37:10Z
4297,2726,-10,2013-05-30T04:23:33Z
4339,1689,1,2013-05-30T04:27:29Z
1689,4339,1,2013-05-30T04:28:14Z
4266,4088,1,2013-05-30T04:51:12Z
4088,4266,1,2013-05-30T04:54:49Z
4266,1272,1,2013-05-30T04:58:16Z
1272,4266,1,2013-05-30T04:58:26Z
2763,3219,3,2013-05-30T06:26:27Z
35,2313,1,2013-05-30T08:59:12Z
3884,3018,1,2013-05-30T10:01:01Z
3018,3884,1,2013-05-30T10:01:55Z
3129,3018,1,2013-05-30T13:34:03Z
3129,1217,1,2013-05-30T13:34:34Z
3916,4269,1,2013-05-31T06:49:03Z
4269,3916,1,2013-05-31T06:51:08Z
35,4360,1,2013-05-31T07:35:24Z
353,4361,1,2013-05-31T08:19:26Z
4361,353,1,2013-05-31T08:20:39Z
4343,35,3,2013-05-31T08:26:21Z
905,4360,1,2013-05-31T08:35:06Z
4360,905,1,2013-05-31T08:40:48Z
4360,35,1,2013-05-31T09:46:15Z
3904,3695,1,2013-05-31T12:02:21Z
3695,3904,1,2013-05-31T12:02:45Z
2296,1792,-10,2013-05-31T13:39:13Z
2045,1792,-10,2013-05-31T13:39:55Z
2165,1792,-10,2013-05-31T13:44:51Z
2045,4362,5,2013-05-31T14:02:06Z
4354,3490,10,2013-05-31T15:33:26Z
905,4331,1,2013-05-31T16:58:45Z
4331,905,1,2013-05-31T16:59:30Z
4350,4197,1,2013-05-31T17:47:07Z
3699,4235,9,2013-05-31T19:40:25Z
3600,1810,1,2013-05-31T20:18:13Z
2942,3699,1,2013-05-31T20:18:20Z
3916,25,1,2013-05-31T20:31:20Z
547,25,1,2013-05-31T20:32:03Z
3531,4197,2,2013-05-31T21:22:46Z
4197,3531,1,2013-05-31T21:30:15Z
3578,4124,1,2013-05-31T21:57:25Z
4124,3578,1,2013-05-31T22:06:34Z
3578,3764,1,2013-05-31T22:22:37Z
3764,3578,1,2013-05-31T22:23:37Z
361,2835,1,2013-05-31T22:38:23Z
4172,3820,4,2013-05-31T22:57:27Z
3820,4172,4,2013-05-31T23:02:59Z
4176,2125,3,2013-06-01T00:05:18Z
2397,2388,1,2013-06-01T00:05:50Z
4107,3854,2,2013-06-01T00:36:08Z
3854,4107,2,2013-06-01T00:42:07Z
2388,2397,1,2013-06-01T01:03:27Z
3820,4320,3,2013-06-01T01:31:02Z
3916,4266,1,2013-06-01T02:43:20Z
3916,4136,1,2013-06-01T03:09:29Z
4136,3916,1,2013-06-01T03:09:51Z
4266,3916,1,2013-06-01T03:13:17Z
4266,4364,1,2013-06-01T03:14:43Z
4331,1832,1,2013-06-01T03:42:39Z
1832,4331,1,2013-06-01T03:48:48Z
1508,4365,1,2013-06-01T04:32:36Z
3429,3020,1,2013-06-01T05:56:14Z
1991,4334,1,2013-06-01T08:02:05Z
1991,3429,1,2013-06-01T08:19:13Z
3429,1991,1,2013-06-01T08:19:33Z
3723,1403,4,2013-06-01T15:12:50Z
4231,35,1,2013-06-01T20:40:47Z
35,4231,1,2013-06-01T20:52:04Z
1899,1018,5,2013-06-02T01:07:50Z
4331,3545,1,2013-06-02T01:42:43Z
3545,499,-10,2013-06-02T01:46:23Z
363,2028,-10,2013-06-02T01:47:44Z
363,1383,-10,2013-06-02T01:49:22Z
3916,4048,1,2013-06-02T02:08:31Z
4048,3916,1,2013-06-02T02:09:11Z
1810,3531,1,2013-06-02T02:14:06Z
3531,1810,1,2013-06-02T02:14:50Z
3429,4366,1,2013-06-02T06:42:14Z
4366,3429,1,2013-06-02T06:45:12Z
2958,4363,1,2013-06-02T07:28:43Z
4363,2958,1,2013-06-02T07:29:41Z
2942,4219,1,2013-06-02T08:12:04Z
2835,4284,1,2013-06-02T08:47:12Z
4284,2835,1,2013-06-02T08:49:50Z
4172,2125,8,2013-06-02T09:24:18Z
2777,4367,1,2013-06-02T12:12:08Z
2244,4368,1,2013-06-02T13:24:12Z
4368,2244,1,2013-06-02T13:24:19Z
3764,3892,1,2013-06-02T17:41:54Z
3892,3764,1,2013-06-02T17:42:04Z
1947,4369,1,2013-06-02T18:04:39Z
4367,2777,10,2013-06-02T18:21:35Z
4300,3820,1,2013-06-02T18:23:35Z
3820,4300,1,2013-06-02T18:24:06Z
3020,3429,1,2013-06-02T19:26:39Z
3020,1018,2,2013-06-02T19:34:48Z
2388,3020,3,2013-06-02T19:35:04Z
3020,2388,3,2013-06-02T19:35:34Z
3020,1810,5,2013-06-02T19:36:42Z
3020,2642,1,2013-06-02T19:47:23Z
3020,4172,1,2013-06-02T20:56:12Z
3916,3020,1,2013-06-02T20:57:18Z
3020,3916,1,2013-06-02T20:58:50Z
546,4334,1,2013-06-03T01:51:28Z
4334,546,1,2013-06-03T01:52:48Z
3916,3531,1,2013-06-03T02:09:36Z
3531,3916,1,2013-06-03T02:10:15Z
546,3841,1,2013-06-03T03:03:35Z
3841,546,2,2013-06-03T03:05:08Z
3916,446,1,2013-06-03T03:25:48Z
446,3916,1,2013-06-03T03:25:49Z
3719,13,1,2013-06-03T03:39:51Z
3916,2767,1,2013-06-03T07:52:54Z
2767,3916,1,2013-06-03T07:52:58Z
1991,4088,1,2013-06-03T08:40:45Z
4088,1991,1,2013-06-03T08:44:02Z
4174,4266,1,2013-06-03T09:14:14Z
1810,2777,1,2013-06-03T12:02:03Z
4369,1947,8,2013-06-03T12:36:33Z
1018,4371,1,2013-06-03T17:30:55Z
4371,1018,1,2013-06-03T17:32:34Z
4302,2188,1,2013-06-03T18:09:07Z
2397,4287,4,2013-06-03T19:44:05Z
4287,2397,4,2013-06-03T19:45:51Z
4266,4372,3,2013-06-03T19:47:15Z
2404,3746,1,2013-06-03T20:10:28Z
274,3656,3,2013-06-03T20:40:11Z
2942,3531,1,2013-06-03T21:38:27Z
4107,4097,1,2013-06-03T21:54:50Z
353,2642,4,2013-06-03T22:11:46Z
2942,4295,1,2013-06-03T22:32:04Z
4295,2942,1,2013-06-03T22:33:07Z
3531,3764,2,2013-06-04T00:12:43Z
3764,3531,5,2013-06-04T00:13:01Z
3656,274,2,2013-06-04T00:40:26Z
3345,538,1,2013-06-04T01:53:07Z
330,2056,5,2013-06-04T02:01:53Z
171,3023,1,2013-06-04T02:51:22Z
1403,3723,2,2013-06-04T02:55:14Z
625,4363,2,2013-06-04T03:16:54Z
4363,625,2,2013-06-04T03:17:41Z
4197,2404,1,2013-06-04T03:57:08Z
2404,4197,1,2013-06-04T04:00:09Z
4297,1201,5,2013-06-04T05:39:39Z
3916,4370,2,2013-06-04T06:04:17Z
4269,2167,1,2013-06-04T06:28:29Z
2167,4269,3,2013-06-04T07:31:52Z
13,4360,1,2013-06-04T08:08:06Z
4244,280,2,2013-06-04T08:17:38Z
280,4244,2,2013-06-04T08:21:30Z
202,280,2,2013-06-04T08:49:43Z
280,202,2,2013-06-04T09:12:52Z
36,35,2,2013-06-04T10:35:55Z
35,4364,1,2013-06-04T11:18:06Z
35,4373,1,2013-06-04T11:18:18Z
4235,4211,1,2013-06-04T11:24:29Z
4370,3916,2,2013-06-04T11:59:13Z
3723,4279,-10,2013-06-04T12:34:58Z
905,1529,10,2013-06-04T12:56:20Z
3815,3719,1,2013-06-04T13:47:36Z
1018,4235,2,2013-06-04T14:32:59Z
4235,1018,2,2013-06-04T14:33:10Z
3815,1916,1,2013-06-04T15:30:34Z
1916,3815,1,2013-06-04T15:33:43Z
2266,3821,2,2013-06-04T16:08:56Z
3821,2266,2,2013-06-04T16:17:43Z
3821,2642,5,2013-06-04T16:19:54Z
3820,4281,5,2013-06-04T17:01:26Z
2942,353,1,2013-06-04T17:32:10Z
4197,3143,1,2013-06-04T18:01:28Z
353,4366,1,2013-06-04T18:23:49Z
4366,353,1,2013-06-04T18:24:46Z
4228,4197,1,2013-06-04T18:24:57Z
4248,1018,5,2013-06-04T19:32:04Z
538,3345,1,2013-06-04T21:49:16Z
3916,4365,2,2013-06-05T00:03:53Z
4197,4228,1,2013-06-05T00:38:14Z
3916,4374,1,2013-06-05T01:03:55Z
4374,3916,1,2013-06-05T01:06:15Z
1832,3699,1,2013-06-05T01:11:30Z
3699,1832,1,2013-06-05T01:12:05Z
4197,4375,1,2013-06-05T01:48:50Z
2642,3815,3,2013-06-05T02:24:11Z
4297,2167,5,2013-06-05T02:28:10Z
2167,4297,4,2013-06-05T02:33:15Z
2388,3600,2,2013-06-05T03:19:26Z
280,1508,2,2013-06-05T03:40:08Z
2942,4376,1,2013-06-05T04:22:08Z
4376,2942,1,2013-06-05T04:23:54Z
4297,2125,3,2013-06-05T04:59:13Z
3820,4377,1,2013-06-05T05:30:41Z
4377,3820,1,2013-06-05T05:31:03Z
3545,13,4,2013-06-05T06:53:48Z
13,3545,4,2013-06-05T06:58:36Z
2167,4378,1,2013-06-05T11:09:22Z
4378,2167,1,2013-06-05T11:28:58Z
3649,2642,2,2013-06-05T22:08:00Z
3781,4331,5,2013-06-05T22:18:49Z
4172,4235,1,2013-06-05T22:42:26Z
4235,4172,1,2013-06-05T22:44:05Z
2642,4379,2,2013-06-05T23:11:37Z
3161,4379,1,2013-06-05T23:14:33Z
4379,3161,1,2013-06-05T23:14:49Z
4363,3830,1,2013-06-06T02:07:43Z
4284,4381,1,2013-06-06T03:01:35Z
4381,4284,3,2013-06-06T03:13:57Z
4331,3781,5,2013-06-06T03:41:48Z
1201,4297,3,2013-06-06T03:46:29Z
4350,2642,4,2013-06-06T03:53:59Z
3916,4382,1,2013-06-06T09:54:00Z
4325,4179,1,2013-06-06T12:05:42Z
4325,4188,1,2013-06-06T12:07:44Z
4325,4359,1,2013-06-06T12:08:52Z
4325,3260,5,2013-06-06T12:10:08Z
4375,4197,1,2013-06-06T12:35:43Z
4375,2642,1,2013-06-06T12:36:04Z
4375,4383,1,2013-06-06T13:30:32Z
4354,4172,1,2013-06-06T13:43:30Z
4172,4354,1,2013-06-06T13:44:16Z
3404,4384,1,2013-06-06T14:28:51Z
4384,3404,1,2013-06-06T14:30:05Z
4360,13,1,2013-06-06T15:15:26Z
4300,4385,1,2013-06-06T16:07:25Z
4385,4300,1,2013-06-06T16:08:31Z
2642,4375,1,2013-06-06T16:37:27Z
3465,2028,-10,2013-06-06T17:07:43Z
4291,3531,1,2013-06-06T18:06:19Z
353,3465,1,2013-06-06T18:08:50Z
3465,353,1,2013-06-06T18:09:44Z
3649,3465,1,2013-06-06T18:13:29Z
3649,1912,1,2013-06-06T18:32:38Z
1912,3649,1,2013-06-06T18:33:36Z
3465,3815,1,2013-06-06T18:41:27Z
3719,3815,3,2013-06-06T18:43:18Z
3600,3815,1,2013-06-06T18:50:21Z
3830,4363,1,2013-06-06T19:19:31Z
3830,3129,3,2013-06-06T19:21:37Z
1334,3815,2,2013-06-06T19:30:21Z
2063,2642,8,2013-06-06T19:43:53Z
3719,2388,2,2013-06-06T20:02:59Z
3600,2388,1,2013-06-06T20:03:13Z
3465,3600,3,2013-06-06T20:09:47Z
3600,3465,1,2013-06-06T20:10:28Z
2642,2063,6,2013-06-06T20:54:48Z
710,4386,2,2013-06-06T21:33:30Z
4386,710,1,2013-06-06T21:38:40Z
710,2158,-10,2013-06-06T21:43:10Z
1403,2296,1,2013-06-07T00:00:07Z
4214,1744,-10,2013-06-07T01:08:59Z
2296,4387,1,2013-06-07T03:12:43Z
4387,2296,1,2013-06-07T03:29:27Z
4382,3916,1,2013-06-07T04:03:03Z
4172,4131,1,2013-06-07T10:43:22Z
35,4381,1,2013-06-07T11:16:10Z
4107,4031,2,2013-06-07T12:48:31Z
4031,4107,2,2013-06-07T12:50:03Z
3719,4273,1,2013-06-07T19:05:22Z
4273,3719,1,2013-06-07T19:05:59Z
4031,4388,1,2013-06-07T20:01:58Z
4388,4031,1,2013-06-07T20:03:03Z
3107,3595,5,2013-06-07T21:21:44Z
3704,4060,-1,2013-06-07T22:41:13Z
4350,4172,4,2013-06-07T23:23:31Z
4389,4172,4,2013-06-08T00:08:39Z
2642,4283,3,2013-06-08T01:28:54Z
2244,4390,1,2013-06-08T01:36:11Z
4390,2244,1,2013-06-08T01:36:33Z
2642,2067,5,2013-06-08T03:13:57Z
2067,2642,7,2013-06-08T03:14:56Z
2642,4391,2,2013-06-08T03:53:02Z
4391,2642,2,2013-06-08T03:53:33Z
3107,4380,2,2013-06-08T04:06:40Z
3764,3669,2,2013-06-08T04:06:53Z
4380,3107,2,2013-06-08T04:08:44Z
3916,3649,1,2013-06-08T04:46:35Z
3649,3916,1,2013-06-08T04:46:59Z
3916,2167,1,2013-06-08T05:49:17Z
2167,3916,1,2013-06-08T05:50:38Z
3724,4392,1,2013-06-08T06:02:14Z
4038,2777,1,2013-06-08T09:02:57Z
2777,4038,1,2013-06-08T09:03:07Z
4325,2635,1,2013-06-08T10:48:29Z
4354,4393,10,2013-06-08T13:29:20Z
4304,2244,1,2013-06-08T13:47:57Z
2244,4304,1,2013-06-08T14:05:13Z
3892,4388,1,2013-06-08T14:05:39Z
4388,3892,1,2013-06-08T14:07:23Z
4266,3971,1,2013-06-08T15:14:05Z
3892,4394,1,2013-06-08T18:13:28Z
4394,3892,2,2013-06-08T18:18:45Z
1334,3107,2,2013-06-08T18:41:50Z
1334,4395,1,2013-06-08T18:54:27Z
4395,4396,8,2013-06-08T19:08:57Z
4396,4395,10,2013-06-08T19:37:18Z
3892,4397,1,2013-06-08T20:13:42Z
4397,3892,1,2013-06-08T20:23:18Z
3018,4398,1,2013-06-08T21:04:41Z
4398,3018,1,2013-06-08T21:09:36Z
4398,4330,1,2013-06-08T21:11:05Z
4398,4399,1,2013-06-08T21:12:14Z
4398,4266,1,2013-06-08T21:14:03Z
4398,3513,1,2013-06-08T21:15:31Z
4266,4398,1,2013-06-08T21:22:09Z
280,3815,8,2013-06-08T21:52:56Z
4330,4398,2,2013-06-08T22:49:03Z
3490,4393,10,2013-06-09T01:21:25Z
4393,2642,1,2013-06-09T03:26:05Z
2642,4393,1,2013-06-09T03:26:53Z
3815,280,10,2013-06-09T03:32:02Z
2642,4401,1,2013-06-09T03:41:15Z
4401,2642,1,2013-06-09T03:41:41Z
2642,4350,-1,2013-06-09T03:53:31Z
3815,4350,-10,2013-06-09T04:19:44Z
1528,4350,-10,2013-06-09T04:53:21Z
3815,2262,1,2013-06-09T04:54:42Z
2262,3815,1,2013-06-09T04:56:47Z
4392,3724,1,2013-06-09T05:47:39Z
3916,4350,-10,2013-06-09T06:01:41Z
4403,4315,1,2013-06-09T06:46:26Z
3107,4350,-10,2013-06-09T07:05:42Z
3161,2835,1,2013-06-09T07:57:22Z
2835,3161,1,2013-06-09T07:59:12Z
4315,4392,6,2013-06-09T08:08:37Z
4392,4315,6,2013-06-09T08:08:39Z
2388,4404,-10,2013-06-09T08:14:34Z
3916,4404,-10,2013-06-09T08:15:17Z
4339,4405,1,2013-06-09T09:44:51Z
4405,4339,1,2013-06-09T09:45:12Z
2167,4406,1,2013-06-09T09:58:22Z
4406,2167,1,2013-06-09T10:19:54Z
4405,4402,1,2013-06-09T11:31:40Z
4405,280,3,2013-06-09T11:48:43Z
280,4405,1,2013-06-09T11:55:06Z
4382,4402,1,2013-06-09T14:21:16Z
4402,4382,1,2013-06-09T14:23:02Z
1565,4350,-1,2013-06-09T16:25:53Z
4172,4334,1,2013-06-09T18:08:43Z
4334,4172,1,2013-06-09T18:09:35Z
3815,4297,2,2013-06-09T19:56:56Z
4297,3815,2,2013-06-09T19:59:01Z
3649,4350,-10,2013-06-09T20:26:25Z
4273,2642,1,2013-06-09T20:37:25Z
2642,4273,1,2013-06-09T20:39:14Z
4197,4350,-10,2013-06-09T20:49:53Z
3107,1832,1,2013-06-09T21:27:53Z
1386,4350,-5,2013-06-09T21:33:15Z
3578,2552,1,2013-06-09T21:53:45Z
4172,3107,2,2013-06-09T22:09:12Z
2552,3578,2,2013-06-09T22:50:59Z
2552,4297,1,2013-06-09T23:25:55Z
4297,2552,1,2013-06-09T23:26:12Z
3107,2642,5,2013-06-09T23:41:35Z
35,2470,5,2013-06-10T13:26:51Z
2470,35,5,2013-06-10T13:37:34Z
2470,4,2,2013-06-10T13:38:09Z
4325,3971,1,2013-06-10T15:29:08Z
4247,2125,1,2013-06-10T16:28:19Z
2125,4247,1,2013-06-10T16:29:15Z
1810,1765,8,2013-06-10T21:52:23Z
1018,3242,1,2013-06-10T22:03:17Z
1334,3293,-10,2013-06-10T22:07:41Z
3242,1018,4,2013-06-10T22:10:04Z
1334,3976,1,2013-06-10T22:17:33Z
3976,1334,1,2013-06-10T22:18:02Z
2819,4197,1,2013-06-10T23:28:39Z
4197,2819,1,2013-06-10T23:29:15Z
4278,3976,2,2013-06-11T00:40:44Z
3976,4278,2,2013-06-11T00:41:27Z
3916,4363,6,2013-06-11T02:04:43Z
1916,2642,5,2013-06-11T02:33:20Z
3465,4350,-10,2013-06-11T02:43:55Z
3465,3764,1,2013-06-11T04:26:09Z
3764,3465,1,2013-06-11T04:26:57Z
3465,1819,2,2013-06-11T05:54:06Z
2958,3815,1,2013-06-11T07:06:50Z
3815,2958,1,2013-06-11T07:07:02Z
2167,4172,10,2013-06-11T08:23:29Z
4172,4389,2,2013-06-11T14:42:09Z
710,1810,1,2013-06-11T15:20:22Z
4408,545,1,2013-06-11T15:33:48Z
710,342,1,2013-06-11T15:51:09Z
2045,2901,-3,2013-06-11T17:26:51Z
3815,4337,1,2013-06-11T17:31:35Z
3107,4172,5,2013-06-11T18:29:56Z
2262,4172,1,2013-06-11T18:48:16Z
4031,4370,4,2013-06-11T19:46:05Z
4370,4031,4,2013-06-11T19:48:33Z
3107,4031,2,2013-06-11T19:48:58Z
4031,3107,2,2013-06-11T19:49:58Z
4370,4172,4,2013-06-11T20:09:15Z
4107,2635,10,2013-06-11T22:32:18Z
1810,3810,3,2013-06-11T22:44:48Z
3719,4410,-1,2013-06-11T22:50:09Z
3345,3719,1,2013-06-11T23:31:31Z
3719,3345,1,2013-06-11T23:50:16Z
3828,3815,1,2013-06-12T00:06:24Z
3815,3828,1,2013-06-12T00:11:29Z
4232,2042,3,2013-06-12T00:58:01Z
3699,4363,1,2013-06-12T02:33:43Z
4363,3699,1,2013-06-12T02:33:44Z
1018,3107,5,2013-06-12T03:41:37Z
4315,4407,2,2013-06-12T05:06:08Z
361,546,1,2013-06-12T05:36:18Z
4407,4315,2,2013-06-12T05:55:30Z
1916,3916,1,2013-06-12T06:45:30Z
3916,1916,1,2013-06-12T06:45:55Z
3916,4231,1,2013-06-12T07:13:06Z
4231,3916,1,2013-06-12T07:13:49Z
3300,35,4,2013-06-12T11:04:35Z
4172,4350,-10,2013-06-12T11:39:22Z
4107,4411,1,2013-06-12T14:52:51Z
4411,4107,1,2013-06-12T14:53:28Z
2296,1318,1,2013-06-12T17:41:18Z
1318,2296,1,2013-06-12T17:45:03Z
4204,3527,2,2013-06-12T18:13:13Z
3527,4204,1,2013-06-12T18:19:11Z
710,4412,1,2013-06-12T19:11:39Z
4412,710,1,2013-06-12T19:12:18Z
4172,3815,2,2013-06-12T19:29:24Z
4334,35,1,2013-06-12T21:01:09Z
4375,3699,3,2013-06-12T22:39:34Z
3719,4412,1,2013-06-12T23:57:59Z
4412,3719,1,2013-06-12T23:58:34Z
1334,2262,1,2013-06-13T00:49:40Z
2262,1334,1,2013-06-13T00:52:33Z
1916,3719,1,2013-06-13T00:57:56Z
3719,1916,1,2013-06-13T00:58:35Z
4163,25,-10,2013-06-13T01:05:41Z
342,25,10,2013-06-13T01:10:03Z
4258,3699,2,2013-06-13T01:31:45Z
3699,4258,2,2013-06-13T01:36:08Z
3699,4375,2,2013-06-13T01:41:15Z
3699,2262,1,2013-06-13T03:13:57Z
2262,3699,1,2013-06-13T03:15:02Z
4334,2262,1,2013-06-13T03:37:16Z
2262,4334,1,2013-06-13T03:37:51Z
2296,4375,-10,2013-06-13T04:06:42Z
2296,4383,-10,2013-06-13T04:39:03Z
3916,664,1,2013-06-13T05:12:41Z
664,3916,1,2013-06-13T05:13:29Z
4406,4413,1,2013-06-13T05:57:45Z
4413,4406,1,2013-06-13T05:58:17Z
4385,2427,1,2013-06-13T07:21:01Z
4172,4402,1,2013-06-13T09:13:50Z
4402,4172,2,2013-06-13T09:14:45Z
1815,3744,-10,2013-06-13T09:43:15Z
1565,135,5,2013-06-13T13:32:07Z
135,1565,2,2013-06-13T13:33:24Z
4172,3981,4,2013-06-13T13:53:14Z
2693,4179,3,2013-06-13T14:35:25Z
2942,4334,1,2013-06-13T17:33:40Z
4334,2942,1,2013-06-13T17:34:24Z
1899,1565,2,2013-06-13T18:02:25Z
1565,2942,2,2013-06-13T18:05:28Z
1565,1899,3,2013-06-13T18:05:51Z
2942,1565,2,2013-06-13T18:06:10Z
1565,2690,-10,2013-06-13T18:11:56Z
1334,1565,6,2013-06-13T19:08:38Z
3699,2063,1,2013-06-13T20:31:31Z
2063,3699,1,2013-06-13T20:32:19Z
3699,2942,2,2013-06-13T20:34:32Z
3815,2835,1,2013-06-13T20:40:15Z
2835,3815,1,2013-06-13T20:40:50Z
4119,4414,1,2013-06-13T23:38:42Z
4414,4119,1,2013-06-13T23:40:37Z
3916,4380,1,2013-06-14T00:37:31Z
4380,3916,1,2013-06-14T02:10:06Z
4197,3441,1,2013-06-14T04:42:03Z
2600,4197,1,2013-06-14T05:04:56Z
4197,2600,1,2013-06-14T05:09:10Z
3699,2404,1,2013-06-14T05:19:31Z
2404,3699,1,2013-06-14T05:19:35Z
905,4415,1,2013-06-14T05:21:59Z
4415,905,1,2013-06-14T05:26:34Z
3441,4197,1,2013-06-14T05:27:01Z
3916,4405,-10,2013-06-14T09:25:44Z
4322,3129,10,2013-06-14T12:14:28Z
4107,4322,2,2013-06-14T13:07:44Z
4322,4107,2,2013-06-14T13:16:26Z
2167,4416,1,2013-06-14T15:30:56Z
4416,2167,1,2013-06-14T15:31:17Z
2167,2942,1,2013-06-14T15:57:26Z
2942,2167,1,2013-06-14T15:57:46Z
2942,4398,1,2013-06-14T16:28:51Z
2404,2942,1,2013-06-14T16:33:10Z
4398,2942,2,2013-06-14T16:34:03Z
3897,4417,1,2013-06-14T17:03:10Z
4301,4285,1,2013-06-14T17:04:06Z
4417,3897,1,2013-06-14T17:05:04Z
4301,4330,1,2013-06-14T17:07:17Z
4285,4301,1,2013-06-14T17:23:59Z
4418,3897,1,2013-06-14T17:53:24Z
4281,4419,1,2013-06-14T17:57:10Z
4419,4281,1,2013-06-14T18:02:44Z
3916,4420,1,2013-06-14T18:36:52Z
4420,3916,1,2013-06-14T18:38:35Z
4172,3916,3,2013-06-14T18:55:12Z
3916,4172,3,2013-06-14T18:56:24Z
3897,3699,1,2013-06-14T19:28:29Z
3699,3897,1,2013-06-14T19:28:35Z
4197,4419,1,2013-06-14T19:36:10Z
4235,3699,6,2013-06-14T19:41:12Z
4419,4197,1,2013-06-14T19:47:51Z
3699,4419,1,2013-06-14T20:15:08Z
4419,3699,1,2013-06-14T20:16:24Z
3981,4172,6,2013-06-14T20:23:41Z
3719,4334,1,2013-06-14T20:29:21Z
3656,3630,4,2013-06-14T20:29:44Z
4334,3719,1,2013-06-14T20:29:48Z
4219,35,1,2013-06-14T21:49:28Z
3719,4119,2,2013-06-14T22:03:54Z
2252,1958,2,2013-06-14T22:05:45Z
4119,3719,2,2013-06-14T22:06:21Z
2296,4421,3,2013-06-14T22:20:56Z
4421,2296,10,2013-06-14T22:40:12Z
4197,4418,1,2013-06-14T22:55:25Z
4418,4197,1,2013-06-14T22:56:11Z
3699,4361,1,2013-06-15T00:31:06Z
4361,3699,1,2013-06-15T00:31:09Z
3916,4422,1,2013-06-15T00:50:14Z
4422,3916,1,2013-06-15T00:51:07Z
3916,3719,1,2013-06-15T01:10:30Z
3719,3916,1,2013-06-15T01:11:51Z
4381,35,2,2013-06-15T02:33:02Z
3719,4244,1,2013-06-15T02:58:48Z
4244,3719,1,2013-06-15T03:00:14Z
1819,3465,2,2013-06-15T05:06:42Z
3897,4423,1,2013-06-15T06:24:19Z
1810,4423,1,2013-06-15T06:28:29Z
4423,3897,1,2013-06-15T06:29:03Z
4423,1810,1,2013-06-15T06:30:04Z
3897,202,1,2013-06-15T06:59:37Z
202,3897,1,2013-06-15T07:01:28Z
4402,4424,1,2013-06-15T12:15:58Z
2167,4425,1,2013-06-15T13:06:53Z
4423,3892,1,2013-06-15T16:46:52Z
3892,4423,1,2013-06-15T16:47:36Z
4409,4402,1,2013-06-15T19:08:53Z
4402,4409,1,2013-06-15T19:09:42Z
2167,4398,1,2013-06-15T22:19:24Z
4398,2167,1,2013-06-15T22:20:56Z
4423,2404,1,2013-06-15T22:35:24Z
2404,4423,1,2013-06-15T23:13:53Z
4038,3892,1,2013-06-16T00:10:35Z
3892,4038,1,2013-06-16T00:25:26Z
4425,2167,1,2013-06-16T01:28:37Z
3593,4426,1,2013-06-16T15:22:13Z
1810,4274,1,2013-06-16T15:36:50Z
4274,1810,1,2013-06-16T15:38:21Z
2642,4336,3,2013-06-16T16:24:01Z
4336,2642,2,2013-06-16T16:34:57Z
2642,2880,6,2013-06-16T17:40:20Z
2880,2642,6,2013-06-16T17:40:59Z
2839,4427,1,2013-06-16T17:48:03Z
4427,2839,1,2013-06-16T18:24:21Z
1555,408,1,2013-06-16T20:11:18Z
408,1555,1,2013-06-16T20:11:54Z
1334,3776,2,2013-06-16T21:19:02Z
546,4353,1,2013-06-16T21:30:58Z
546,4428,1,2013-06-16T21:31:42Z
4428,546,1,2013-06-16T21:33:39Z
2784,1819,3,2013-06-16T22:00:10Z
